Text,Weight,Word_Density,Noun_Count,Verb_Count,Adj_Count,Adv_Count,Pron_Count
rt freemediahub refuge crisi hundr arriv austria station via buypen,0.0,6.090909090909091,9,0,0,0,0
42k peopl two month chill video report lindseyhilsum syria refuge crisi macedonia greec,0.2773500981126146,6.214285714285714,6,2,3,0,0
need take 10000 refuge give fear say yvettecoopermp via huffpostukpol,0.0,6.2727272727272725,5,2,1,0,0
yvett cooper uk take 10000 refuge middl east,0.0,4.888888888888889,4,1,1,1,0
rt riserefuge iceland cap syrian refuge 50 10000 iceland respond offer home,0.456243478417038,5.769230769230769,9,0,1,0,0
rt dwnew good news german help refuge migrat crisi,0.0,5.0,5,2,2,0,0
rt matinastevi recent bankrupt noneu member iceland 300k citizen 10000 offer home refuge say http,0.0,6.0625,8,1,3,1,0
rt msfsea hi frontexeu major arriv greec refuge syria pleas stop call migrant factual,0.8017837257372732,5.666666666666667,11,1,2,0,0
unus promis protect iranian refuge campashraf iraq demand answer 2 year abduct 7resid disappear,0.0,6.333333333333333,9,0,3,0,0
rt dwnew pictur refuge stuck budapest polic close train station,0.0,5.7272727272727275,6,1,2,1,0
rt melissarflem 10000 iceland offer hous syrian refuge author call human,0.5147120609333741,6.0,7,1,2,0,0
rt sophiabush shine human moment read rt guardian iceland call govern take syrian refuge,0.42677669529663687,5.866666666666666,10,0,4,0,0
rt time thousand iceland offer take syrian refuge home,0.5690355937288492,5.4,6,1,1,0,0
rt oliviawild wow tri throw peopl build wall other open home refuge true human https,0.0,5.25,7,2,5,0,0
rt slate iceland cap syrian refuge 50 10000 iceland respond offer home,0.456243478417038,5.384615384615385,9,0,1,0,0
way ordinari peopl europ react refuge crisi countri heartwarm great human solidar,0.0,6.230769230769231,8,1,2,0,0
refuge risk live migrant head europ record number refuge flee thei,0.5547001962252291,5.5,9,1,1,0,0
thousand iceland say theyll welcom syrian refuge home,0.6035533905932737,5.888888888888889,5,1,2,0,0
yvett cooper uk take 10000 refuge middl east labour unelect 2015 ethnic vote swing 2120,0.0,5.4375,6,1,3,1,0
rt pauldillan inspir go iceland thousand iceland offer syrian refuge home refuge,0.42677669529663687,6.153846153846154,7,2,2,0,0
thousand iceland say theyll welcom syrian refuge home letsnurtur,0.5690355937288492,6.4,6,1,2,0,0
thousand iceland say theyll welcom syrian refuge home europ struggl come ter,0.49279927982674443,5.846153846153846,7,2,3,0,0
rt helenpidd 10000 iceland offer hous syrian refuge ltltani appetit ukgtgt,0.5147120609333741,6.166666666666667,7,1,2,0,0
rt c3o 20000 refugeeswelcom march vienna lt3 photo urbanderstandard,0.0,6.7,5,1,1,1,0
rt mashabl thousand iceland say theyll welcom syrian refuge home,0.5398345637668169,5.818181818181818,7,1,1,0,0
thousand iceland say theyll welcom syrian refuge home,0.6035533905932737,5.888888888888889,5,1,2,0,0
organo gold keleti train station budapest temporarili shut amid migrant crisi gtgt,0.5773502691896258,6.3076923076923075,9,0,2,0,0
thousand iceland say theyll welcom syrian refuge home,0.6035533905932737,5.888888888888889,5,1,2,0,0
rt faisalislam munich polic overwhelm much help german refuge polizeimuenchen via matinastevi,0.0,7.153846153846154,6,0,4,1,0
germani merkel say refuge distribut fair across eu,0.35355339059327373,5.555555555555555,5,1,1,0,0
rt maxcros iceland govern want accept 50 syrian refugeesiceland reaction see screenshot http,0.7508163313634132,6.571428571428571,5,3,4,0,0
rt sarafe incred gt thousand iceland offer syrian refuge home,0.5398345637668169,5.545454545454546,6,1,2,0,0
rt time thousand iceland offer take syrian refuge home,0.5690355937288492,5.4,6,1,1,0,0
rt kentbabylon yvett cooper call david cameron accept 10000 flee syrian daili mail onlin total agre refuge http,0.6380711874576984,5.842105263157895,11,1,4,0,0
love 11000 iceland offer home syrian refuge migrant refuge tocalaiswithlov refugeecrisi,1.0281664294760278,7.25,8,1,1,0,0
rt jenniferpadjemi iceland cap syrian refuge 50 10000 iceland respond offer home via sla,0.42677669529663687,5.866666666666666,10,0,1,0,0
rt slate iceland cap syrian refuge 50 10000 iceland respond offer home,0.456243478417038,5.384615384615385,9,0,1,0,0
photo fear frustrat face syrian refuge edg europ via qz,0.5398345637668169,5.0,8,0,1,0,0
rt occuworld iceland said would take 50 syrian refuge 10000 iceland offer home,0.44077307558221646,5.571428571428571,7,2,1,0,0
merkel refuge flood mean world see germani countri hope,0.0,5.5,5,2,2,0,0
awww peopl beauti iceland cap syrian refuge 50 10000 iceland respond offer home,0.44077307558221646,5.642857142857143,10,0,1,0,0
situat keleti sign refuge leav train inform trainstat,0.0,5.888888888888889,7,0,0,0,0
rt matinastevi recent bankrupt noneu member iceland 300k citizen 10000 offer home refuge say http,0.0,6.0625,8,1,3,1,0
rt bouckap hungari polic give water food 2 newli arriv syrianrefuge exhaust walk serbia,0.0,5.8,10,1,2,0,0
chao hungari 1000 migrant forc evacu budapest station tri board train ubertalk,0.5773502691896258,6.0,10,0,1,0,0
rt harryslaststand rememb drive 1945 across liber europ amp see endless column refuge head west away war,0.0,5.777777777777778,10,1,3,1,0
integritet melissarflem europ open border refuge million come caus need caus,0.0,6.333333333333333,8,1,1,0,0
rt martinkaul see pictur girl refuge budapest keleti ask asylum germani refugeeswelcom,0.0,6.615384615384615,9,1,2,0,0
rt mudarzahran syrian refuge choos europ despit risk save women marri arab men exchang f,0.44077307558221646,5.5,10,3,2,0,0
franc criticis hungari fenc stop migrant,0.8164965809277261,5.714285714285714,6,0,0,0,0
rt theeconomist peopl cross desert sea reach europ unlik slacker arriv htt,0.0,5.6923076923076925,9,1,2,0,0
rt orapmagon proud 20000 peopl took street vienna monday demonstr illtreat refuge http,0.0,6.142857142857143,7,3,2,0,0
rt donrok arab graffiti train run dresden welcom refuge ahlan wa sahlan warm welcom,0.0,5.533333333333333,10,2,2,0,0
rt peterc17 your go bombinvadedisplac govern countri welcom inevit refuge f,0.0,6.25,6,2,2,0,1
rt souido respect vienna refugeesgr refugeeswelcom refugeecrisi,0.3779644730092272,7.875,6,1,0,0,0
rt themoede train germani read welcom arab welcom syrian refuge human live countri,0.44077307558221646,5.857142857142857,8,1,4,0,0
rt bershidski im glad germani welcom refuge accept famili need im happi pay take,0.25,5.333333333333333,8,2,3,0,0
rt proftahirmalik azazsi ahmadnoorani austrian peopl gave shelter gift 2 syrian refuge gulf state ksakuwait noth ht,0.6565698352151748,6.388888888888889,10,2,3,0,0
rt joyciemanni chao quiet order scene refuge arriv munich train station budapest,0.0,6.153846153846154,11,0,1,0,0
rt oliviawild wow tri throw peopl build wall other open home refuge true human https,0.0,5.25,7,2,5,0,0
iceland cap syrian refuge 50 10000 iceland respond offer home via slate,0.456243478417038,5.461538461538462,8,0,1,0,0
munich polic inund donat refuge ask public stop bring stuff,0.0,5.363636363636363,7,1,2,0,0
rt taraobradi iceland cap syrian refuge 50 10000 iceland respond offer home via slate,0.42677669529663687,5.666666666666667,10,0,1,0,0
rt matinastevi recent bankrupt noneu member iceland 300k citizen 10000 offer home refuge say http,0.0,6.0625,8,1,3,1,0
rt cnnireport food sleep crowd syrian refuge pass germani photo fpleitgencnn http,0.49279927982674443,6.230769230769231,11,0,1,0,0
rt newgreatgam one german town welcom coachload syrian refuge refugeeswelcom,0.5398345637668169,6.909090909090909,6,0,2,0,0
rt rupt refuge influx prompt polic shut budapest main station,0.0,5.545454545454546,6,0,4,0,0
rt huffpostuk refuge germani name babi angela merkel news yet david cameron uk http,0.0,5.533333333333333,11,0,2,1,0
rt tommayereuropa look pictur train station vienna westbahnhof hundr citizen wait 1500 refuge,0.0,6.642857142857143,10,1,0,0,0
rt ianbremm juli 107500 refuge reach eu borders1st time past 100k mark singl month,0.2672612419124244,5.466666666666667,10,0,1,0,0
unbeliev african migrant hide insid car engin enter spain generalnew latest,0.6030226891555273,6.25,6,2,3,0,0
rt maxcros iceland govern want accept 50 syrian refugeesiceland reaction see screenshot http,0.7508163313634132,6.571428571428571,5,3,4,0,0
migrant chao budapest train station germani say eu rule still hold reut,0.8660254037844388,5.461538461538462,7,2,2,1,0
rt taraobradi iceland cap syrian refuge 50 10000 iceland respond offer home via slate,0.42677669529663687,5.666666666666667,10,0,1,0,0
rt cnnireport food sleep crowd syrian refuge pass germani photo fpleitgencnn http,0.49279927982674443,6.230769230769231,11,0,1,0,0
rt afp market fake syrian passport spring say head europ border agenc,0.49279927982674443,5.3076923076923075,9,2,1,0,0
rt drpaulhow hungari stop migrant board train germani migrant refuge continu make journey co,1.0,6.133333333333334,11,1,2,0,0
rt brontyman iceland said could accept 50 syrian refuge 10000 bigheart iceland offer home,0.6767766952966369,5.933333333333334,8,2,1,0,0
rt charafc 1000s iceland call govt take syrianrefugeesmani offer hous home,0.0,6.166666666666667,7,2,1,0,0
rt independ german peopl donat much refuge polic ask stop,0.0,5.181818181818182,6,0,4,0,0
protest swell budapest polic shut train station migrant seek refug instabl syria,0.8660254037844388,6.153846153846154,10,0,2,0,0
rt lizsli hey world reason there refuge crisi europ there megatragedi go middl east,0.0,5.533333333333333,10,1,0,2,0
rt gerryhassan iceland realli tremend societi 10000 iceland offer hous syrian refuge home,0.44077307558221646,6.357142857142857,8,1,3,0,0
rt 38degre footbal fan said refugeeswelcom germani weekend rt think uk step mark,0.0,5.714285714285714,6,2,4,0,0
rt syndic hungari keleti solidar refuge refugeeswelcom,0.0,6.75,6,0,1,0,0
rt ajplus peopl europ offer warm welcom refuge,0.0,5.111111111111111,5,0,2,0,0
rt amyinthedesert 10000 iceland offer hous syrian refuge author call via telegraph,0.49279927982674443,6.3076923076923075,7,1,2,0,0
rt mirakamdar lesson us thousand iceland offer syrian refuge home fb https,0.49279927982674443,5.6923076923076925,9,1,1,0,1
tale two train station scene europ refuge seek shelter,0.0,5.4,8,0,0,0,0
turkey sweden syrian migrant peril journey syrian migrant peril journey turkey sweden,1.5134200059864023,6.538461538461538,8,0,4,0,0
rt amyinthedesert 10000 iceland offer hous syrian refuge author call via telegraph,0.49279927982674443,6.3076923076923075,7,1,2,0,0
rt ftwestminst cooper urg uk take 10000 refuge,0.0,5.111111111111111,4,1,2,0,0
rt haaretzcom berlin coupl launch websit match refuge roommat germani austria,0.0,6.416666666666667,10,0,1,0,0
tale two train station scene europ refuge seek shelter,0.0,5.4,8,0,0,0,0
rt mobinmalikspeak syrian refuge kid shelter school darmstadthessengermani thn 5000 syrian regist germani ht,0.8535533905932737,7.2,10,0,3,0,0
rt doberah love germani cri reliev refuge munich station afp reportag via yahoonew,0.0,5.857142857142857,10,1,1,0,0
rt maxcros iceland govern want accept 50 syrian refugeesiceland reaction see screenshot http,0.7508163313634132,6.571428571428571,5,3,4,0,0
rt scampfaridxx respect german refugeeswelcom amp shame dutch racist slowli becom laugh stock,0.0,6.642857142857143,9,0,3,0,0
rt nytimesworld dramat tale syrian refuge plot move make hungari,0.5398345637668169,5.818181818181818,8,1,1,0,0
rt newsrevo iceland call govern take syrian refuge,0.6035533905932737,5.555555555555555,5,0,3,0,0
rt jenanmoussa amaz germani tarin dresden welcom refuge arab text welcom v donrok akhbar,0.0,5.866666666666666,14,0,0,0,0
refuge welcom austria let thousand pass hungari germani,0.0,6.111111111111111,6,2,0,0,0
rt subutch thousand iceland offer take syrian refuge home,0.5690355937288492,5.7,6,1,1,0,0
rt faisalislam munich polic overwhelm much help german refuge polizeimuenchen via matinastevi,0.0,7.153846153846154,6,0,4,1,0
rt faisalislam munich polic overwhelm much help german refuge polizeimuenchen via matinastevi,0.0,7.153846153846154,6,0,4,1,0
rt kbrady90 munich polic overwhelm help refuge ask german public stop bring suppli refugeeswelcom,0.0,6.466666666666667,9,1,4,0,0
rt itvnew thousand peopl iceland offer take syrian refuge,0.5690355937288492,5.7,5,2,1,0,0
rt themockneyrebel thousand refuge arriv austria migrant crisi europ continu,0.6324555320336759,6.909090909090909,9,0,0,0,0
rt ajplus peopl europ offer warm welcom refuge,0.0,5.111111111111111,5,0,2,0,0
rt jenanmoussa amaz germani tarin dresden welcom refuge arab text welcom v donrok akhbar,0.0,5.866666666666666,14,0,0,0,0
rt slate iceland cap syrian refuge 50 10000 iceland respond offer home,0.456243478417038,5.384615384615385,9,0,1,0,0
rt kbrady90 dresden train graffiti word welcom arab refugeeswelcom,0.0,6.6,9,0,0,0,0
rt brontyman iceland said could accept 50 syrian refuge 10000 bigheart iceland offer home,0.6767766952966369,5.933333333333334,8,2,1,0,0
rt mannfrednikolai syrian civil war refugeesturkey 1800000lebanon 1200000jordan 600000iraq 250000germani 105000sweden 4000,0.49279927982674443,9.384615384615385,3,1,2,0,0
germoni go take 800k refuge year overcom nazi syndrom human,0.0,5.363636363636363,4,2,2,1,0
rt arwacnn syria refuge budapest station media spend night wus r scare polic forc us 2 camp far right guy wi,0.2182178902359924,4.909090909090909,13,2,3,1,1
rt bonn1egr 195657200000 refuge fled hungari given asylumvia angusrobertsonrefugeecrisi,0.0,8.7,4,2,1,0,0
rt aroyomarin germani readi accept 800000 refuge spain 2739 shame need4moreeurop,0.30151134457776363,6.666666666666667,8,1,0,0,0
rt laurenyoung budapest train station close migrant 2015 140000 cross hungari serbia http,0.5547001962252291,6.357142857142857,8,0,2,1,0
rt alexandrak ukrain 1450000 peopl intern displac map unhcr refuge,0.0,6.0,5,1,3,0,0
rt bonn1egr 195657200000 refuge fled hungari given asylumvia angusrobertsonrefugeecrisi,0.0,8.7,4,2,1,0,0
rt bbcnew wednesday metro ten refuge famili everi town via suttonnick tomorrowspaperstoday bbcpape,0.0,7.0,9,0,3,0,0
chao budapest train station amid europ migrant crisi chao budapest train station hungari stop,0.42640143271122083,6.2,10,0,3,0,0
latest shock desper african migrant caught hide car engin attempt enter spain,0.5773502691896258,5.923076923076923,8,1,3,0,0
rt rgcook sweden popul 10 million year take 100000 syrian refuge australia popul 23 million take,0.3639563886444922,5.647058823529412,7,1,2,0,0
rt ghobadtavana migrant children recov rescu austria minivan news sms sydney,0.9045340337332909,6.333333333333333,9,1,1,0,0
20 million refuge wait doorstep europ johann hahn eu commission european neighbourhood polici dvatw,0.2672612419124244,6.6,9,1,2,0,0
rt frankfish dear bbc migrant hungari tri travel europ europ tri claim asylum,0.48507125007266594,5.5,11,1,1,0,0
rt france24 hungari return econom migrant came,0.7559289460184544,5.75,5,1,1,0,0
rosmcm one posit yvett stick neck final say need take thousand syrian refuge,0.4734662332507986,5.428571428571429,5,4,2,0,0
rt neilmackay easi espous european valu now time show european valu act togeth help refuge seek,0.0,5.588235294117647,7,3,4,1,0
rt kbrady90 munich polic overwhelm help refuge ask german public stop bring suppli refugeeswelcom,0.0,6.466666666666667,9,1,4,0,0
rt bassamnadi1 europ need call empathythey fled war cross seaar hero tragic storiesrefugeeswelcom,0.0,6.928571428571429,8,3,1,0,0
rt bradleyrayr europ break eu could scrap free movement wake migrant crisi,0.8660254037844388,5.6923076923076925,9,1,1,0,0
afghan refuge pak hand back afghanistan matter nation secur help much poss pakistan,0.0,5.928571428571429,6,1,2,3,0
rt louisathelast wow iceland govern said theyd take 50 syrian refuge 10000 iceland said theyd person take le,0.33479118419449133,5.684210526315789,9,4,3,0,0
rt skynew metro front page ten refuge famili everi town skynew,0.0,5.166666666666667,6,2,3,0,0
petit accept asylum seeker increas support refuge migrant uk,1.0,6.0,7,1,1,0,0
rt jamesmatesitv cover concours lead underground station describ refuge camp budapest,0.0,7.083333333333333,9,1,1,0,0
rt iranpolici 7 iranian refuge abduct campashraf iraq forc loyal2tehran 1sep2013 freethe7 ashrafmassacr http,0.0,7.2,9,2,1,0,0
rt wfp know world forgotten us much burden fatmeh syrian refuge,0.5147120609333741,5.25,6,2,2,0,1
rt wientv cooper newsrevo train hope refuge welcom austria amp germani delay hungari,0.0,6.0,11,1,0,1,0
work what status syrian peopl look well educ syrian refuge arriv,0.9469324665015972,5.333333333333333,6,0,2,2,1
rt polizeimuenchen pleas bring good momentth donat hand suffici refuge present,0.0,6.5,6,2,2,0,0
rt polizeimuenchen thrill myriad relief suppli citizen munich provid refuge central stat,0.0,6.769230769230769,9,0,3,0,0
rt giselaestep migrant children recov rescu austria minivan reuter iran usa,0.9045340337332909,6.25,8,1,2,0,0
baijiulov 34 would allow militari intervent migrant crisi lack element mean exhaust,0.5773502691896258,6.384615384615385,7,1,2,0,0
rt davidschneid simpli cant afford allow refuge oh here 500m toward nuclear weapon tori,0.0,5.8,9,1,1,1,0
rt ianbremm iceland govt offer take 50 syrian refuge 11000 iceland citizen sign open home refu,0.4023689270621825,5.529411764705882,10,2,2,0,0
europ swamp invad ethnic cleans colonis enough migrant close border eu schengen,0.8660254037844388,6.076923076923077,7,1,3,1,0
dont need take respons thousand imigr need take responsabilti million britishbluehand,0.0,7.083333333333333,2,4,3,0,0
rt bbcworld 2 week 9 countri 3000 euro syrian migrant journey turkey sweden,1.0281664294760278,5.357142857142857,9,0,1,0,0
rt catanigra 350000 migrant cross mediterranean 2015 far 100000 2014,0.6324555320336759,6.181818181818182,5,0,0,1,0
strand train calai refuge crisi appropri read postcapit paulmasonnew till light went,0.0,6.461538461538462,8,3,1,0,0
top stori train hope refuge welcom austria amp germani delay hu see,0.0,5.153846153846154,9,2,1,0,0
rt 7pilier 4 million syrian refuge spread five neighbor countriesgif nowthisnew,0.5147120609333741,6.583333333333333,6,0,1,0,0
past 9yr canadian govern jail 87317 migrant includ hundr children without charg cdnpoli,0.8320502943378437,6.214285714285714,7,0,2,1,0
rt konk germani decid take 800000 refuge one year australia refuge intak 13750 lower p,0.0,5.375,7,2,2,1,0
rt londonerabroad refuge standoff outsid budapest rail station ajenew,0.0,6.9,8,0,1,0,0
rt msnbc hundr migrant stop hungari rail station,0.7071067811865475,5.333333333333333,7,0,1,0,0
migrant chao budapest train station germani say eu rule still hold hundr angri migrant demonstr,1.212678125181665,5.9375,8,2,4,1,0
rt scottgilmor 1 million refuge may flee europ year that real refuge crisi macleansmag column http,0.0,5.764705882352941,9,1,2,0,0
thousand migrant reach athen boat carri thousand migrant arriv overnight mainland greec,1.0,6.6923076923076925,8,0,2,0,0
chpsre rt refuge 140000 peopl sought asylum hungari far year,0.0,5.454545454545454,7,1,0,1,0
rt sturdyalex greek tourist rescu syrian refuge clung car tyre 13hrs pic say http,0.456243478417038,5.4,9,1,3,0,0
rt telegraph ferri carri thousand migrant arriv lesbo,0.7071067811865475,5.888888888888889,7,0,0,0,0
record number 4000 arriv inlesvo weekend refugeesgr,0.3779644730092272,6.375,5,0,1,0,0
