text,migration_relevance,similarity
RT @GkrahnKrahn: #Wilmington Stencil Studio Online Shop #bedroom #wall #decor https://t.co/kuMdMJwCml #Like,no,0.0
"@name_janemorrow worse still, mine are all Russian. My #syria and my image matter are clearly drawing attention",no,0.22941573387056174
NATO Will Stop At Nothing To Support Proxy Army! https://t.co/sNhaeryOsK #ISIS #StopBombingSyria #syria #serena #shim,no,0.23570226039551587
France pushes #UN draft resolution on Aleppo ceasefire https://t.co/gypKdsCgj6 #ريتويت #syria,no,0.5345224838248488
Pokemon of #syria. #Moustafa_Jano https://t.co/CsLux4yifX https://t.co/20ugAjsocv,no,0.23570226039551587
"@Omojuwa And why @GovernmentRF has refused to stop the aggression against other countries, notably #ukraine and #syria.",no,0.24253562503633297
"Oil, Power and Money: “Assad Must Go” https://t.co/jylslUX7uZ #syria",no,0.2886751345948129
"RT @mehabdullah9595: Why was she killed for ?
#syria 
#حلب_ستحاجكم_عند_الله   #Islam https://t.co/tWMRXI6SVC",no,0.2672612419124244
#sale for great #selection #artworks https://t.co/KOG1TV2scO #modern #abstract #contemporary #fineart #wall #pop... https://t.co/5EbqO1t0Fj,no,0.0
"#MiddleEasteye Turkey extends mandate to use troops in Iraq, Syria by one year: 
  Language 
 Undefine... https://t.co/QgluZpiH9m #syria",no,0.22360679774997896
"RT @KarinZiot: Impressively scary video of #retainingwall #wall. Will for sure go in my ""motivation"" intro for Undergrad Soil Mech… ",no,0.0
"RT @hadeelalsh: ""No one cares, no one listens, no one is stopping this waterfall of blood."" - #Aleppo hospital staff #syria",no,0.1889822365046136
"RT @hadeelalsh: ""No one cares, no one listens, no one is stopping this waterfall of blood."" - #Aleppo hospital staff #syria",no,0.1889822365046136
Three police cars set ablaze in Dresden ahead of German Unity Day: BERLIN (Reuters) - Unknown p... https://t.co/ncyfZPw60o #world #syria,no,0.21320071635561041
"RT @hadeelalsh: ""No one cares, no one listens, no one is stopping this waterfall of blood."" - #Aleppo hospital staff #syria",no,0.1889822365046136
"How do you get one? 5 things to know about the Nobel Prizes: STOCKHOLM (AP) — Actors yearn for Oscars,... https://t.co/WNCX8UBZT0 #syria",no,0.20412414523193154
RT @Harryslaststand: While the west rightly condemns war crimes in #syria they are mute on Yemen b/c #SaudiArabia interests matter more…,no,0.21320071635561041
The latest The news-de Daily! https://t.co/ur3KLCDlYZ #syria,no,0.2773500981126146
RT @Libya_SOS: The latest Libya S.O.S. - Daily News! https://t.co/yorhSBg4J4 Thanks to @LablanchFanny @fubarista @NorthAndrew #aleppo #syria,no,0.20851441405707477
RT @75Ying: LED lights: Bathroom lighting ideas – Dusk til Dawn #bathroom #wall #paper https://t.co/5TdmMOWH4V,no,0.0
RT @KepplerVip: The Big Reveal – Sea themed bedroom makeover to space themed bedroom #bedroom #wall #clocks https://t.co/oOKVH1yF7A,no,0.0
RT @CrosierTomasa: LED lights: Bathroom lighting ideas – Dusk til Dawn #bathroom #wall #paper https://t.co/DAGqrftKRA,no,0.0
UK is USA's henchman over Syria and Assad regime' https://t.co/X74a5hngbg #syria #usa #uk #StopBombingSyria,no,0.23570226039551587
RT @DagmarGreenlee: #travels Cooking With Kids #kitchen #wall #tiles https://t.co/u5WRU1lrYi #Furniture,no,0.0
RT @MistyLady4: #sale for great #selection #artworks https://t.co/KOG1TV2scO #modern #abstract #contemporary #fineart #wall #pop…,no,0.0
The latest The soliman Daily! https://t.co/dJNxui6Xpb Thanks to @DandiaAsad @EJozsef @drjennings #syria #libya,no,0.23570226039551587
#syria Straight Talk From Syria’s UN Envoy https://t.co/yotHMnuq7o,no,0.5773502691896258
Bassel has disappeared in Assad presions since 366 days. There is API for that counter https://t.co/BBXBCisvrV #syria #freebassel,no,0.2182178902359924
RT @AidNews: The latest The Daily AidBulletin! https://t.co/GguJJyaAGt Thanks to @AFD_France #habitatday #syria,no,0.23570226039551587
"20 killed, 47 wounded in a suicide attack targeted a Kurdish wedding in #Hasakah #Rojava #syria #الحسكة",no,0.4364357804719848
Bling backsplash #hexagon #brushed #metallic #mosaic #wall #tile #ontrend #warm #mixed #metal #wallcovering… https://t.co/Mu3CtjuuyF,no,0.0
"RT @Col_Connaughton: Syrian war, ISIS &amp; Western propaganda: Assad interview in 10 quotes https://t.co/iK6xWhyOBb #syria #assad #StopBombing…",no,0.22360679774997896
"RT @Hermius1: ALEPPO LIBERATION LATEST!
#syria #reuters #BBCNEWS #CNN #ap #nytimes #uk #aleppo #damascus #homs #amanpour #guardian https://…",no,0.23570226039551587
White House disappointed after Russia's Putin suspends plutonium cleanup accord with U.S. https://t.co/QLFRFVodiq #المغرب #syria #Cairo,no,0.2182178902359924
GenPrev is out! https://t.co/isDrbqPVoY Stories via @emmjayee @suvipatooja @W2IProject #r2p #syria,no,0.2672612419124244
#JohnLennonWall #LennonWall #Lennon #JohnLennon #wall #graffiti #Praha #Prague… (at John Lennon Wall) [pic] — https://t.co/cREeLPSzux,no,0.0
#Disney #dreams #wall-e #😍 #Eva @ Disney Land Paris https://t.co/JloJIynKhD,no,0.0
#UN council weighs measure to impose #Aleppo ceasefire #syria https://t.co/mQg29rspuN,no,0.5547001962252291
Introducing our Nimes White Feature #Tile. This eye catching tile is available in pearl white and grey. #wall #diy https://t.co/zAihctPiU0,no,0.0
This #rustic #wall #art will add oodles of #nostalgia to your #decor spaces #interiordesign #decor #dance #poster… https://t.co/0be5MDTHW0,no,0.0
RT @Libya_SOS: The latest Libya S.O.S. - Daily News! https://t.co/R3DyjVmW7N Thanks to @GihanTadreft @LablanchFanny @Solacium800 #syria #al…,no,0.20851441405707477
The latest The Salma Salama Daily! https://t.co/7AP6ZanrBt Thanks to @KhalidAlAmeri @SarahEbeid @zumba #syria #egypt,no,0.22941573387056174
"RT @julialosfelt: Tuesday bullshit 
#photoshop #abstract #lines #illustrator #freelance #wall #graffiti #gra… https://t.co/hgBZJ2rbXf https…",no,0.0
Brazil bank worker strike becomes longest since 2004: SAO PAULO (Reuters) - A month-long strike... https://t.co/I9o5PJ3bjF #world #syria,no,0.20851441405707477
"Weakened IS May Find Havens in Rural Iraq, Syria - Voice of America https://t.co/m3uBsGfGwj #syria #syrianews",no,0.23570226039551587
RT @MissisTye: #Oklahoma Interest Free #bedroom #wall #lights https://t.co/qsGcKKAuQv #Wireless,no,0.0
RT @CantwellSunday: Your Bath: Hotel-Style Towel Racks #bathroom #wall #cabinets https://t.co/wCkGverp3U,no,0.0
RT @sone4ka_rogova: #sweden 10 Double-Duty Nightstands #bedroom #wall #decals https://t.co/OjuIYCP7DZ,no,0.0
My DiCaprio space and a bit of other things. #leonardodicaprio #leo #dicaprio #mylove #wall… https://t.co/39L8Kq3XKu,no,0.0
RT @TheWoodGrainGal: Praying Hands Wood Ornament  https://t.co/IADj0CNTtD  Unique #Christian #wall #art  Religious #decor  #Etsyretwt #etsy…,no,0.0
RT @lidavydova99536: Pink And Black Zebra Print Bedroom Accessories – Stylish Bedroom Decorating Ideas #bedroom #wall #stickers https://t.c…,no,0.0
RT @v_ogg: Pink And Black Zebra Print Bedroom Accessories – Stylish Bedroom Decorating Ideas #bedroom #wall #stickers https://t.co/dx1lky26…,no,0.0
"RT @delcie_ms: Black Bedroom Suite, Mirror, Dresser #bedroom #wall #units https://t.co/iIaMcxsqYT",no,0.0
RT @CrosierTomasa: Pink And Black Zebra Print Bedroom Accessories – Stylish Bedroom Decorating Ideas #bedroom #wall #stickers https://t.co/…,no,0.0
RT @BeckyGuerrero93: Free Waitrose Food Magazine #kitchen #wall #colors https://t.co/TDAPULRSht #Apparel,no,0.0
RT @lidavydova99536: #Woodbridge Kitchen magazine #kitchen #wall #decor https://t.co/Mej7q6CvMQ #Loan,no,0.0
RT @RentzRentzd: #NewHampshire Free Waitrose Food Magazine #kitchen #wall #colors https://t.co/jqRqamcGxs,no,0.0
RT @CandidaMissis: Pink And Black Zebra Print Bedroom Accessories – Stylish Bedroom Decorating Ideas #bedroom #wall #stickers https://t.co/…,no,0.0
Russia despatches one more missile corvette to Mediterranean: agencies: MOSCOW (Reuters) - A Ru... https://t.co/Z4HsIHdHhG #world #syria,no,0.22941573387056174
GREAT IN GREY.. #beanie #autumn #clothing #leather #hoody #fashionista #femme #girl #unisex #streetart #wall https://t.co/xbfJnqNXxF,no,0.0
The latest https://t.co/Cx2wfLQfJ7! https://t.co/C7XWhKHO0S Thanks to @esamsar @almasslim #syria #streetart,no,0.21320071635561041
"RT @dbeltwrites: ""I shoes you"". #Converse #art #wall #HeffronDrive #shoes #SantaMonica #CaptionThis https://t.co/VSjvjpCXll",no,0.0
"RT @DIRECTD3MOCRACY: #ww3 urgent info here

#USArmy Chief Threatens #War With #Russia 

https://t.co/F2Ysurnya3 #nhs #bbc #syria #nato #uk…",no,0.2182178902359924
"RT @ma000111: shame on-u @POTUS @JohnKerry @AmbassadorPower 
#US Peace Council :US,BEHIND the horrific death&amp;destruction in #syria https://…",no,0.20851441405707477
@newspyre360: That would be an awesome #desk and #wall clock too...,no,0.0
"Inspiring interiors ... more then better
#wall #design #interiordesign  
https://t.co/RuXcDXJ0T1 https://t.co/oO0PZq0WA1",no,0.0
UK Column News 24th Aug 2016 https://t.co/wgtR8b2csl #child #sex #church #abuse #syria #hague,no,0.25
RT @PoliticalLaughs: The Islamic State and Assad: Two sides of the same bad coin - https://t.co/IsTymBTw6B #syria,no,0.22941573387056174
"Japan's Mount Aso erupts, no reports of injuries: TOKYO (Reuters) - Mount Aso, a volcano on Jap... https://t.co/8Zm39s2cjS #world #syria",no,0.19245008972987526
"Chinese papers mock U.S. election, say scandals bury real issues: BEIJING (Reuters) - Two of Ch... https://t.co/YeijcPLY8c #world #syria",no,0.21320071635561041
"RT @kovandire: +18 #albab #syria 
The number of Kurdish victims by Turkish warplane and canon 24 confirmed,picture of one victim https://t.…",no,0.2
A Russiophile is a Nazi. You fucking fascist dogs. #syria #Ukraine,no,0.30151134457776363
RT @sarah131214: @SyriaCivilDef you are winners in the eyes of the world #syria https://t.co/c5wyKY47LH,no,0.22941573387056174
Jihadi bride who fled Syria uses life on probation as lesson - Fox News https://t.co/rPIyMfbJ5B #syria #syrianews,no,0.22941573387056174
"RT @seldeeb: #war #graffiti #syria ""Yes we r besieged.but we have pride! Pretty #aleppo"" https://t.co/tYC1hAxMxb",no,0.2182178902359924
Alison and Linda pressed against the wall and fucked with Odell: #Linda #Alison #wall #pressed #against #fucked https://t.co/C5UXNEWkRU,no,0.0
The latest The Entrepreneurialist Daily! https://t.co/RMRRUYhbtV Thanks to @BanderAlMutlaq @SLAClab @kredcarroll #syria #ies16,no,0.23570226039551587
"RT @fastertagueur: Tree of Life by #3615 
#streetart #graffiti #graff #spray #bombing #wall #paris https://t.co/wBLePOrMii",no,0.0
@cyberblobb but the good people of this world who love God will not participate with you. #syria #iraq,no,0.23570226039551587
The latest The Ulrike Beudgen Daily! https://t.co/CLDo8BMuSE Thanks to @SchanzenINI @cbn2 @bernardosampa #syria,no,0.23570226039551587
Iraqi activist Nadia Murad wins human rights prize for Yazidi campaign https://t.co/n5q343yrNJ #Libyan #syria #مصر,no,0.23570226039551587
"Some of us have not forgotten the US #drone-bombed innocent civilians in #Yemen.
#wikileaks #syria #russia #saudi #pakistan #iran #houthi",no,0.2182178902359924
Pentagon hints at possible retaliation after Yemen missile fire: WASHINGTON (Reuters) - The Pen... https://t.co/o0Gi7phxjY #world #syria,no,0.22941573387056174
This is why it's up to us to come together to make a better world. #syria  https://t.co/NANw7iBGuS,no,0.19245008972987526
Warn the world - Hillary wants a war with Russia! https://t.co/DbzmP70s0p #aleppo #syria #russia #hillaryclinton,no,0.24253562503633297
#Liveleak Johnson slams Russian action in Syria as bombs rain down on Aleppo: The House of ... https://t.co/fUhEMn9ymQ #syria #daeshbags,no,0.21320071635561041
"#wallpaper #women, #ass, #legs, #Pavel Smolenskiy, #lingerie, #high heels, #wall, #garter belt https://t.co/36Afvz0Jof",no,0.0
The latest Scisocscriber! https://t.co/1Ljf8VBz5b #syria #aleppo,no,0.3333333333333333
RT @JohnRentoul: Live: Stop the War demo outside Russian embassy #syria http://t.co/MuZSoBBWmV,no,0.2581988897471611
"tinoseeber: I want to give something back: 

https://t.co/E2JePCkFLG

#syria #aleppo #jemen #iraq #help #redcross… https://t.co/Ue3RP5WiOF",no,0.19245008972987526
Let's do this. #syria #ICC #STW,no,0.3779644730092272
The latest Libya S.O.S. - Daily News! https://t.co/urGPrGD19N Thanks to @RAF2attac @AfricasDaughter @ICRC #syria #aleppo,no,0.2182178902359924
"#TweetMovie #ux Watch #Isis #Mosul unfold at https://t.co/8nS9HbFJQr {assault, plan, iraqi, women, #syria, #russia, arabia, jihadists}",no,0.22941573387056174
"EXPOSED! WHITE HELMETS lies!
#syria #syriacrisis #aleppo #damascus #kurds #holocaustaleppo #putincrimes #assadcrimes
https://t.co/5tlr5cnGwk",no,0.25
".@saneprogressive 2min Vid:Analyst:so-called #syria ""moderates"" =  ""Heinz 57 varieties of Jihadists"" https://t.co/BmPxFq789R  #handsoffsyria",no,0.23570226039551587
The latest The soliman Daily! https://t.co/1TKNUJUq8u Thanks to @LibyanAffairs @SimNasr #syria #libya,no,0.24253562503633297
Must watch. Syrian women fight US Backed Syrian Rebels. Do not buy fed-backed propaganda #syria #ccot #tcot https://t.co/iEFr9jGUO5,no,0.20412414523193154
Syria is such a complex issue that any heavy handed policy enacted by the United States may have serious repucurssions #syria,no,0.2182178902359924
"Thailand's King Bhumibol, world's longest reigning monarch, dies at 88: BANGKOK (Reuters) - Kin... https://t.co/Z1CVkWToLN #world #syria",no,0.2
RT @ahsan_jehangir: The latest In My View! https://t.co/CMJNBhIkpX Thanks to @tomthedrumm @bdsgeneve @Corndog_420 #syria #aleppo,no,0.23570226039551587
Paul Craig Roberts: Washington Is Insane https://t.co/Yv207eUB91 #washington #insane #hegemony #usa #neocons #syria #russia #proxy,no,0.23570226039551587
Putin: The Only World Leader Speaking Sense on Syria &amp; The Migrant Crisis https://t.co/TtuRp8Qysy #migrant #refugee #syria #usa #russia,no,0.9608341482251327
"And the editors say ""ya I read your mind. That's what we always do."" #syria #Iraq",no,0.24253562503633297
Syria Cease-fire Unlikely as Concerns Focus on Preventing Wider Conflict - Voice of America: Voice of ... https://t.co/x9JyiK7mtw #syria,no,0.2
The latest Silverwood Daily News! https://t.co/LBlZIFBH0Y Thanks to @40WattAthens #tbt #syria,no,0.2672612419124244
...waiting for the lights to turn green.. #kreativly #places #newyork #wall #lighting @ New York… https://t.co/8CRMiPOa8T #newszbreakin,no,0.0
"Criminal #assad who kills ppl  can not deceive anybody with this spoof show
#syria #Aleppo https://t.co/us63zU4xFa",no,0.22941573387056174
RT @Wooorldpolice: What about lessons learned in history? #Aleppo #syria https://t.co/U2lXTeVCIf,no,0.2672612419124244
The latest The Best Defense - DoD Report! https://t.co/Gni7pRGAP2 Thanks to @tech_info @savedbyhismercy @Teelin #military #syria,no,0.22360679774997896
Inevitable clash? #uspoli #trump #clinton #syria #russia #paris #cdnpoli #ukpoli https://t.co/vsKevjuUtP,no,0.2672612419124244
"RT @Hermius1: Countries supplying arms to Saudis to kill civilians in #Yemen
#syria #reuters #BBCNEWS #CNN #ap #breaking #WSJ… ",no,0.2182178902359924
The East Asia Studies Daily is out! https://t.co/i3fqTkHydR Stories via @NavalNews @9DashLine #russia #syria,no,0.24253562503633297
"RT @Hermius1: Countries supplying arms to Saudis to kill civilians in #Yemen
#syria #reuters #BBCNEWS #CNN #ap #breaking #WSJ… ",no,0.2182178902359924
Syria: UK Official Makes Aggressive Statement https://t.co/2O9eqBpN37 #war #syria #uk,no,0.2773500981126146
What are we doing as a human for this children who doesn't even know yet why they are on earth #syria #alleppo https://t.co/wpbowI6Gsc,no,0.3592106040535498
China graft watchdog criticizes Hong Kong affairs office: BEIJING (Reuters) - The anti-graft wa... https://t.co/LUIfXda6WJ #world #syria,no,0.21320071635561041
"Nine arrested after South Africa police, students clash again in Johannesburg: JOHANNESBURG (Re... https://t.co/GMnod7a5VT #world #syria",no,0.22941573387056174
Suicide bomber kills 17 at Baghdad Shi'ite gathering: police: BAGHDAD (Reuters) - A suicide bom... https://t.co/Qued6x3lHS #world #syria,no,0.2182178902359924
FANTASY paper print https://t.co/V4faWa0ET5 @Etsy #boho #bohemian #paper #print #set #wall #decor #SundayMorning https://t.co/DLNQuZT3DY,no,0.0
"RT @Col_Connaughton: In Alliance with Al-Qaida, Israel Is Stealing Syria's Oil https://t.co/T1ReUXr5Ma #syria #golan #israel #pillage #pale…",no,0.21320071635561041
"RT @hamza_780: map update #aleppo 15/10/2016
hd:https://t.co/MPb3DrmeJv
@TheArabSource  @TheArabSource_A @Shtiar_400 
#saa #syria… ",no,0.23570226039551587
#nodapl Hillary Clinton Donald J. Trump Barack Obama #yemen #syria #china #russia https://t.co/d5F00mn9x6,no,0.25
"Operation 365 2 - Jefferson Jay - Words – 296 “Oh, Brett Walling” https://t.co/60FRthRSR0 #nostalgia #old days #love #brett #wall",no,0.0
RT @KiksRocks: #Antimo icons #wall @iDeviceArt https://t.co/R54Geb3hmp,no,0.0
RT @Diametricnews: DIAMETRIC is out! https://t.co/kVZb7LmzlG Stories via @hugoturner1969 @HannahAllam @FreeSongSinger #malliardreport #syria,no,0.25
The latest The Daniel Dantas Daily! https://t.co/6RpRfbW3pU Thanks to @MarioNiltinho #syria,no,0.25
#Turkey #Obama backed #Syria Rebels who pledge allegiance #AlQaeda (#isis) captured #Dabiq #syria whereplan to have #Armageddon war,no,0.47140452079103173
RT @ninaburleigh: America needs a #Chilcot report. #BushCheney + #iraq + #isis = #syria and maybe even #trump #maga IMHO https://t.co/gXP6u…,no,0.4364357804719848
"India's Modi, at summit, calls Pakistan 'mother-ship of terrorism': GOA, India (Reuters) - Indi... https://t.co/iqgFScrnR1 #world #syria",no,0.20851441405707477
The latest Revolution And Arabian News! https://t.co/Z6AFCk6IzE Thanks to @jonamorem #syria #aleppo,no,0.2581988897471611
"RT @NewstagOfficial: Follow all the latest news about the conflict in #syria on #Newstag 
 https://t.co/335Q64ePzA",no,0.22360679774997896
RT @FranTownsend: As #AleppoIsBurning #Assad Henchmen Live Life of Luxury https://t.co/vWriYglYds #syria,no,0.2581988897471611
Dua is the weapon of a believer #Allepo #syria  💔,no,0.3333333333333333
RT @WeActRadio: Happening Now on https://t.co/ORCRxYcvHO #syria #russia #POTUS2016 https://t.co/S48HQWwjS0,no,0.21320071635561041
From another point of view. #yustagram #potd #mural #wall #art #vsco #vcscoph @ Bonifacio Global… https://t.co/6IxNH0jRAL,no,0.0
Syria intelligence chief in Egypt for 'coordination' - Anadolu Agency https://t.co/LegO96PWMO #syria #syrianews,no,0.2581988897471611
#nodapl #mniwiconi Hillary Clinton Donald J. Trump Amy Goodman #podestaemails #yemen #syria https://t.co/IQsOTmGCAc,no,0.25
RT @ICITorg: Anatomy of Cyber Jihad: Cyberspace is the New Great Equalizer https://t.co/GPnJImDa3R #syria #taliban #daesh #wahhabism #isis…,no,0.4364357804719848
"Aleppo bombardment pause too little, too late - US #syria #aleppo #russia https://t.co/vMXkAmgoxs",no,0.24253562503633297
IS gangs deliver 7 villages to Turkish occupation mercenaries https://t.co/MFHRc0NfoS #syria #rojava,no,0.2581988897471611
RT @Kevin_C74: Christmas concert with @LesFauristes 4 the christians in #syria on 13/12 at @NDFchurchLondon with Aid to Eastern Ch…,no,0.20851441405707477
"dream catcher #wall hanging, #Dreamcatcher, #Boho Decor, Bohemian Dreamcatcher, Silver Dream Catcher, Boho Dreamcat… https://t.co/4hmzm7B3XS",no,0.0
"Aleppo The Worst Humanitarian Disaster Since WWII? Not So Fast, Mr. Kerry  : #uspoli #trump #africa #brazil #syria https://t.co/A2fWoBxrkg",no,0.2182178902359924
"#noflyzone in #syria means 70,000 troops and war with Russia, according to US general.  Russia has warned it could lead to nuke war #tytlive",no,0.1796053020267749
The latest The AGIRE Daily! https://t.co/yJ8ZH6zjtD Thanks to @AaronHomer1 @tedsensei #syria #aleppo,no,0.24253562503633297
Military Source: Terrorists on Verge of Collapse in Northern #Hama #syria https://t.co/WYB4IZqmKN,no,0.2581988897471611
#Hillary is #corrupt and a failure! Unfortunately for voters like me #Trump is his own worst enemy! #russiareset #iraq #libya #syria #isis,no,0.6123724356957946
Turkish media: Strikes kill up to 200 Kurdish militants in Syria - USA TODAY https://t.co/YFjhiHWYT6 #syria #syrianews,no,0.22941573387056174
RT @Wooorldpolice: What about lessons learned in history? #Aleppo #syria https://t.co/U2lXTeVCIf,no,0.2672612419124244
"‘Attacking terrorists in Aleppo is only way to protect civilians’ – Assad https://t.co/huzij7WgEo #syria,#politics",no,0.24253562503633297
What bombs do. Insanely they are still falling from the skys. #syria #yemen https://t.co/E6t7h3gVX1,no,0.24253562503633297
#thebookofnoodle jag racing. So cool #gorillaz #russia #syria #donbass for the children ty,no,0.5547001962252291
"RT @coachcaseyfit: 9 ft wall🤔 If at first you fail, BELIEVE! BELIEVE! BELIEVE! All about that rebound 🙌🐒💪💥 @Bonefrog_ #tbt #wall… ",no,0.0
"Paul Craig Roberts '#Russia Didn't Attack The UN Aid Convoy, It's A #False #Flag'! https://t.co/NY3Qfknm7S #syria",no,0.41702882811414954
"Peace, fiscal reform would help Colombia draw investors: U.S. official: BOGOTA (Reuters) - Colo... https://t.co/7a3ON54zJM #world #syria",no,0.22360679774997896
"Perspective           
#pub #wall #decorations #london #angel @ The Old Queens Head https://t.co/YtBo3nvhGo",no,0.0
RT @pb4p: .@RBoydBarrett denounces big powers barbaric bombing of Syrian people. Condemns FF double standards #Aleppo #syria https://t.co/t…,no,0.20851441405707477
"Men's place 🔨
#little #garage #cabanon #old #platenumber #car #tool #formenonly #home #wall https://t.co/YE3whz5EK2",no,0.0
"RT @Hermius1: Countries supplying arms to Saudis to kill civilians in #Yemen
#syria #reuters #BBCNEWS #CNN #ap #breaking #WSJ… ",no,0.2182178902359924
"The #bombing of the #concentration of #regime #forces in #DeirEzzor #points
https://t.co/rAWyIz4nCU
#syria #Iraq #BREAKING #news",no,0.2182178902359924
"composite pannel for #wall in #patio
https://t.co/0Tbf2p7tea https://t.co/2NHB1TkWtU",no,0.0
"#Video of the day Batnaya battles near the village north of #Mosul
https://t.co/lYzKzx3QMv
#syria #Iraq #BREAKING #news",no,0.20412414523193154
"Reshuffle looms as Greek PM, sagging in polls, seeks debt relief: ATHENS (Reuters) - Greek Prim... https://t.co/wdlrE4cx5h #world #syria",no,0.20851441405707477
#news #trump #hillary #election #syria Opinion: The growing threat from Russia https://t.co/JGrWewjiBg https://t.co/XC2BBglWhM,no,0.2
#japs #sushibar #thebest in #turin #uramaki #sushi #sashimi #sumo #boy #on the #wall https://t.co/CW5BEmj7Hn #Inst… https://t.co/iWGkyc4GJ8,no,0.0
"#Putin VS   world   #unsc  by using #vito 5 times in #syria issue 
#RussiaOccupySyria  like  #ukraine  US &amp; The wes… https://t.co/h6SRjwAV7s",no,0.20851441405707477
"The 'Jungle' camp in France: What is it?: France plans to demolish the so-called ""Jungle"" camp in Cala... https://t.co/2ERT8Li7BV #syria",no,0.17677669529663687
SYRIAN WRITES TO AMERICANS: THE TERRORIST ARE SENT BY YOUR GOVERNMENT https://t.co/4tnmZCM0BD #syria #assad,no,0.24253562503633297
"RT @centochilometri: ""We destroyed our country with our own hands"" #syria",no,0.2773500981126146
#syria sexy girl hbo adult programs https://t.co/I6WCr2ctEV,no,0.31622776601683794
"Meeting of terrorists in Syria! Photo
  #syria #Aleppo https://t.co/uV3gFgstA1",no,0.2886751345948129
"Hey little guy 🐢
.
.
#turtle #🐢 #animal #hand #white #wall #cute #little #instaanimal #vsco… https://t.co/XGeaOWCMzl",no,0.0
#ArabSpring is out! https://t.co/2NaAroYKut Stories via @caorc #egypt #syria,no,0.2886751345948129
Asma al-Assad: from Syria's 'desert rose' to 'first lady of hell' - The Guardian https://t.co/Z55CpgLGQ4 #syria #syrianews,no,0.2182178902359924
#syria nude girl pics fat girl boy sex video https://t.co/BX3BK6oNLy,no,0.2581988897471611
"Mike Pence showed up to give a speech and no one started chanting, ""Build the wall!"" I'm dumfounded...  #TrumpPence16 #Merica #killary #wall",no,0.0
The latest The Stephane Klemm Daily ! https://t.co/C4ec9nyGIX Thanks to @Zehub #syria #trump,no,0.24253562503633297
#Britain and Syria - thejournal.ie https://t.co/xrJA5dqnhF #syria #syrianews,no,0.30151134457776363
"RT @Shahin_Bozorgi: Saudi-led coalition: #Tehran backed Houthis violated the ceasefire almost 1,000 times https://t.co/AA7e4oxViP #syria #ح…",no,0.2182178902359924
"Can you even imagine?
#syria https://t.co/NNRjf0UIx2",no,0.3333333333333333
The Paris Attacks Are Just The Beginning https://t.co/EgAQBZQ3zl #paris #attacks #syria #regime #changs #falseflag,no,0.22941573387056174
